NMFS_DNA_ID,BOX_ID,BOX_POSITION,SAMPLE_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,HATCHERY,STRAIN,LATITUDE_F,LONGITUDE_F,LOCATION_COMMENTS_F,MISEQ_ID,n,LOCATION,SLG,BARRIERS
M067680,M691,5D,M140018MKH,4325,NA,Oncorhynchus,mykiss,476,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead905,412,CVB,BMOR,Hatchery
M067681,M691,5E,M140019MKH,4325,NA,Oncorhynchus,mykiss,427,NA,Female,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead917,412,CVB,BMOR,Hatchery
M067682,M691,5F,M140020MKH,4325,NA,Oncorhynchus,mykiss,481,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead929,412,CVB,BMOR,Hatchery
M067683,M691,5G,M140021MKH,4325,NA,Oncorhynchus,mykiss,518,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead941,412,CVB,BMOR,Hatchery
M067684,M691,5H,M140022MKH,4325,NA,Oncorhynchus,mykiss,463,NA,Female,NA,ADULT,NA,N,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead953,412,CVB,BMOR,Hatchery
M067685,M691,6A,M140023MKH,4325,NA,Oncorhynchus,mykiss,454,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead870,412,CVB,BMOR,Hatchery
M067686,M691,6B,M140024MKH,4325,NA,Oncorhynchus,mykiss,461,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead882,412,CVB,BMOR,Hatchery
M067687,M691,6C,M140025MKH,4325,NA,Oncorhynchus,mykiss,519,NA,Female,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead894,412,CVB,BMOR,Hatchery
M067688,M691,6D,M140026MKH,4325,NA,Oncorhynchus,mykiss,518,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead906,412,CVB,BMOR,Hatchery
M067689,M691,6E,M140027MKH,4325,NA,Oncorhynchus,mykiss,575,NA,Female,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead918,412,CVB,BMOR,Hatchery
M067690,M691,6F,M140028MKH,4325,NA,Oncorhynchus,mykiss,480,NA,Male,NA,ADULT,NA,AD,NA,1/9/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead930,412,CVB,BMOR,Hatchery
M067691,M691,6G,M140029MKH,4325,NA,Oncorhynchus,mykiss,476,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead942,412,CVB,BMOR,Hatchery
M067692,M691,6H,M140030MKH,4325,NA,Oncorhynchus,mykiss,432,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead954,412,CVB,BMOR,Hatchery
M067693,M691,7A,M140031MKH,4325,NA,Oncorhynchus,mykiss,484,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead871,412,CVB,BMOR,Hatchery
M067694,M691,7B,M140032MKH,4325,NA,Oncorhynchus,mykiss,433,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead883,412,CVB,BMOR,Hatchery
M067695,M691,7C,M140033MKH,4325,NA,Oncorhynchus,mykiss,476,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead895,412,CVB,BMOR,Hatchery
M067696,M691,7D,M140034MKH,4325,NA,Oncorhynchus,mykiss,589,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead907,412,CVB,BMOR,Hatchery
M067697,M691,7E,M140035MKH,4325,NA,Oncorhynchus,mykiss,601,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead919,412,CVB,BMOR,Hatchery
M067698,M691,7F,M140036MKH,4325,NA,Oncorhynchus,mykiss,486,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead931,412,CVB,BMOR,Hatchery
M067699,M691,7G,M140037MKH,4325,NA,Oncorhynchus,mykiss,433,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead943,412,CVB,BMOR,Hatchery
M067700,M691,7H,M140038MKH,4325,NA,Oncorhynchus,mykiss,438,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead955,412,CVB,BMOR,Hatchery
M067701,M691,8A,M140039MKH,4325,NA,Oncorhynchus,mykiss,589,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead872,412,CVB,BMOR,Hatchery
M067702,M691,8B,M140040MKH,4325,NA,Oncorhynchus,mykiss,574,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead884,412,CVB,BMOR,Hatchery
M067703,M691,8C,M140041MKH,4325,NA,Oncorhynchus,mykiss,458,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead896,412,CVB,BMOR,Hatchery
M067704,M691,8D,M140042MKH,4325,NA,Oncorhynchus,mykiss,561,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead908,412,CVB,BMOR,Hatchery
M067705,M691,8E,M140043MKH,4325,NA,Oncorhynchus,mykiss,513,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead920,412,CVB,BMOR,Hatchery
M067706,M691,8F,M140044MKH,4325,NA,Oncorhynchus,mykiss,551,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead932,412,CVB,BMOR,Hatchery
M067707,M691,8G,M140045MKH,4325,NA,Oncorhynchus,mykiss,459,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead944,412,CVB,BMOR,Hatchery
M067709,M691,9A,M140047MKH,4325,NA,Oncorhynchus,mykiss,499,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead873,412,CVB,BMOR,Hatchery
M067710,M691,9B,M140048MKH,4325,NA,Oncorhynchus,mykiss,484,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead885,412,CVB,BMOR,Hatchery
M067711,M691,9C,M140049MKH,4325,NA,Oncorhynchus,mykiss,489,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead897,412,CVB,BMOR,Hatchery
M067712,M691,9D,M140050MKH,4325,NA,Oncorhynchus,mykiss,467,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead909,412,CVB,BMOR,Hatchery
M067713,M691,9E,M140051MKH,4325,NA,Oncorhynchus,mykiss,509,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead921,412,CVB,BMOR,Hatchery
M067714,M691,9F,M140052MKH,4325,NA,Oncorhynchus,mykiss,655,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead933,412,CVB,BMOR,Hatchery
M067715,M691,9G,M140053MKH,4325,NA,Oncorhynchus,mykiss,480,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead945,412,CVB,BMOR,Hatchery
M067716,M691,9H,M140054MKH,4325,NA,Oncorhynchus,mykiss,438,NA,Female,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead957,412,CVB,BMOR,Hatchery
M067717,M691,10A,M140055MKH,4325,NA,Oncorhynchus,mykiss,517,NA,Male,NA,ADULT,NA,AD,NA,1/16/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead874,412,CVB,BMOR,Hatchery
M067718,M691,10B,M140056MKH,4325,NA,Oncorhynchus,mykiss,453,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead886,412,CVB,BMOR,Hatchery
M067719,M691,10C,M140057MKH,4325,NA,Oncorhynchus,mykiss,578,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead898,412,CVB,BMOR,Hatchery
M067720,M691,10D,M140058MKH,4325,NA,Oncorhynchus,mykiss,602,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead910,412,CVB,BMOR,Hatchery
M067721,M691,10E,M140059MKH,4325,NA,Oncorhynchus,mykiss,514,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead922,412,CVB,BMOR,Hatchery
M067722,M691,10F,M140060MKH,4325,NA,Oncorhynchus,mykiss,564,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead934,412,CVB,BMOR,Hatchery
M067723,M691,10G,M140061MKH,4325,NA,Oncorhynchus,mykiss,484,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead946,412,CVB,BMOR,Hatchery
M067724,M691,10H,M140062MKH,4325,NA,Oncorhynchus,mykiss,489,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead958,412,CVB,BMOR,Hatchery
M067725,M691,11A,M140063MKH,4325,NA,Oncorhynchus,mykiss,447,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead875,412,CVB,BMOR,Hatchery
M067726,M691,11B,M140064MKH,4325,NA,Oncorhynchus,mykiss,457,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead887,412,CVB,BMOR,Hatchery
M067727,M691,11C,M140065MKH,4325,NA,Oncorhynchus,mykiss,527,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead899,412,CVB,BMOR,Hatchery
M067728,M691,11D,M140066MKH,4325,NA,Oncorhynchus,mykiss,468,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead911,412,CVB,BMOR,Hatchery
M067729,M691,11E,M140067MKH,4325,NA,Oncorhynchus,mykiss,485,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead923,412,CVB,BMOR,Hatchery
M067730,M691,11F,M140068MKH,4325,NA,Oncorhynchus,mykiss,474,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead935,412,CVB,BMOR,Hatchery
M067731,M691,11G,M140069MKH,4325,NA,Oncorhynchus,mykiss,523,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead947,412,CVB,BMOR,Hatchery
M067732,M691,11H,M140070MKH,4325,NA,Oncorhynchus,mykiss,503,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead959,412,CVB,BMOR,Hatchery
M067733,M691,12A,M140071MKH,4325,NA,Oncorhynchus,mykiss,605,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead876,412,CVB,BMOR,Hatchery
M067734,M691,12B,M140072MKH,4325,NA,Oncorhynchus,mykiss,454,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead888,412,CVB,BMOR,Hatchery
M067735,M691,12C,M140073MKH,4325,NA,Oncorhynchus,mykiss,410,NA,Female,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead900,412,CVB,BMOR,Hatchery
M067736,M691,12D,M140074MKH,4325,NA,Oncorhynchus,mykiss,510,NA,Male,NA,ADULT,NA,AD,NA,1/23/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead912,412,CVB,BMOR,Hatchery
M067737,M691,12E,M140075MKH,4325,NA,Oncorhynchus,mykiss,530,NA,Female,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead924,412,CVB,BMOR,Hatchery
M067738,M691,12F,M140076MKH,4325,NA,Oncorhynchus,mykiss,497,NA,Male,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead936,412,CVB,BMOR,Hatchery
M067739,M691,12G,M140077MKH,4325,NA,Oncorhynchus,mykiss,438,NA,Male,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead948,412,CVB,BMOR,Hatchery
M067740,M691,12H,M140078MKH,4325,NA,Oncorhynchus,mykiss,498,NA,Female,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead960,412,CVB,BMOR,Hatchery
M067741,M692,1A,M140079MKH,4325,NA,Oncorhynchus,mykiss,474,NA,Female,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1130,412,CVB,BMOR,Hatchery
M067742,M692,1B,M140080MKH,4325,NA,Oncorhynchus,mykiss,460,NA,Male,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1142,412,CVB,BMOR,Hatchery
M067743,M692,1C,M140081MKH,4325,NA,Oncorhynchus,mykiss,436,NA,Male,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1059,412,CVB,BMOR,Hatchery
M067744,M692,1D,M140082MKH,4325,NA,Oncorhynchus,mykiss,514,NA,Female,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1071,412,CVB,BMOR,Hatchery
M067745,M692,1E,M140083MKH,4325,NA,Oncorhynchus,mykiss,450,NA,Female,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1083,412,CVB,BMOR,Hatchery
M067746,M692,1F,M140084MKH,4325,NA,Oncorhynchus,mykiss,521,NA,Male,NA,ADULT,NA,AD,NA,1/30/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1095,412,CVB,BMOR,Hatchery
M067748,M692,1H,M140086MKH,4325,NA,Oncorhynchus,mykiss,437,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,PARTIAL AD CLIP,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1119,412,CVB,BMOR,Hatchery
M067749,M692,2A,M140087MKH,4325,NA,Oncorhynchus,mykiss,454,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,None,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1131,412,CVB,BMOR,Hatchery
M067750,M692,2B,M140088MKH,4325,NA,Oncorhynchus,mykiss,512,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1143,412,CVB,BMOR,Hatchery
M067751,M692,2C,M140089MKH,4325,NA,Oncorhynchus,mykiss,410,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1060,412,CVB,BMOR,Hatchery
M067752,M692,2D,M140090MKH,4325,NA,Oncorhynchus,mykiss,460,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1072,412,CVB,BMOR,Hatchery
M067753,M692,2E,M140091MKH,4325,NA,Oncorhynchus,mykiss,446,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1084,412,CVB,BMOR,Hatchery
M067754,M692,2F,M140092MKH,4325,NA,Oncorhynchus,mykiss,479,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1096,412,CVB,BMOR,Hatchery
M067756,M692,2H,M140094MKH,4325,NA,Oncorhynchus,mykiss,499,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1120,412,CVB,BMOR,Hatchery
M067757,M692,3A,M140095MKH,4325,NA,Oncorhynchus,mykiss,487,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1132,412,CVB,BMOR,Hatchery
M067758,M692,3B,M140096MKH,4325,NA,Oncorhynchus,mykiss,474,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1144,412,CVB,BMOR,Hatchery
M067759,M692,3C,M140097MKH,4325,NA,Oncorhynchus,mykiss,448,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1061,412,CVB,BMOR,Hatchery
M067760,M692,3D,M140098MKH,4325,NA,Oncorhynchus,mykiss,503,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1073,412,CVB,BMOR,Hatchery
M067761,M692,3E,M140099MKH,4325,NA,Oncorhynchus,mykiss,465,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1085,412,CVB,BMOR,Hatchery
M067762,M692,3F,M140100MKH,4325,NA,Oncorhynchus,mykiss,469,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1097,412,CVB,BMOR,Hatchery
M067764,M692,3H,M140102MKH,4325,NA,Oncorhynchus,mykiss,563,NA,Female,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1121,412,CVB,BMOR,Hatchery
M067765,M692,4A,M140103MKH,4325,NA,Oncorhynchus,mykiss,498,NA,Male,NA,ADULT,NA,AD,NA,2/6/14,NA,CC,3/14/14,NA,NA,California,San Francisco,Sacramento River,NA,NA,Mokelumne River,NA,Mokelumne River Hatchery,NA,NA,NA,NA,steelhead1133,412,CVB,BMOR,Hatchery
